Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost
7408,CA-2019-152079,1/20/2019,1/21/2019,First Class,ML-17410,Maris LaWare,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,"11,52",5,"0,2","4,176","28,06"
7409,CA-2018-129728,5/30/2018,6/6/2018,Standard Class,JG-15310,Jason Gross,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,"167,84",8,0,"11,7488","0,96"
7410,CA-2016-121769,4/8/2016,4/12/2016,Standard Class,JS-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,"172,11",1,"0,4","-94,6605","0,5"
7411,CA-2016-103058,7/23/2016,7/24/2016,First Class,AG-10270,Alejandro Grove,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,"99,98",2,0,"7,9984","7,07"
7412,CA-2019-121125,5/30/2019,6/3/2019,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,TEC-PH-10001619,Technology,Phones,LG G3,"156,792",1,"0,2","17,6391","8,99"
7413,CA-2019-121125,5/30/2019,6/3/2019,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,"35,36",2,"0,2","-3,094","2,89"
7414,CA-2019-121125,5/30/2019,6/3/2019,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,"13,592",1,"0,2","-0,3398","4,5"
7415,US-2018-114013,3/13/2018,3/15/2018,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,"386,68",2,"0,3","-5,524","56,2"
7416,US-2018-114013,3/13/2018,3/15/2018,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,"379,96",5,"0,2","47,495","11,15"
7417,US-2018-114013,3/13/2018,3/15/2018,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,"539,91",3,"0,4","-116,9805","7,73"
7418,US-2018-114013,3/13/2018,3/15/2018,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""","41,24",5,"0,2","13,9185","0,91"
7419,US-2018-114013,3/13/2018,3/15/2018,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,"51,897",1,"0,7","-41,5176","3,63"
7420,US-2018-114013,3/13/2018,3/15/2018,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black","552,56",5,"0,2","-138,14","3,97"
7421,US-2018-114013,3/13/2018,3/15/2018,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,"23,16",5,"0,7","-15,44",4
7422,US-2018-114013,3/13/2018,3/15/2018,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,"126,08",2,"0,2","-28,368","6,22"
7423,US-2018-114013,3/13/2018,3/15/2018,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,"449,1",3,"0,7","-643,71","1,25"
7424,CA-2019-135069,4/10/2019,4/14/2019,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,"195,104",4,"0,2","21,9492","19,99"
7425,CA-2019-135069,4/10/2019,4/14/2019,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black","36,672",3,"0,2","6,4176","0,5"
7426,CA-2018-101693,6/25/2018,6/27/2018,Second Class,LC-17140,Logan Currie,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray","85,246",2,"0,3","-6,089","40,19"
7427,CA-2018-101693,6/25/2018,6/27/2018,Second Class,LC-17140,Logan Currie,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,"32,712",2,"0,6","-26,1696","3,77"
7428,US-2016-164763,3/17/2016,3/21/2016,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","11,43",3,0,"5,3721","7,49"
7429,US-2016-164763,3/17/2016,3/21/2016,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","30,44",2,0,"14,9156","1,49"
7430,US-2016-164763,3/17/2016,3/21/2016,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,"12,96",2,0,"6,3504","8,74"
7431,US-2016-164763,3/17/2016,3/21/2016,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,16,4,0,"7,68","9,86"
7432,US-2016-164763,3/17/2016,3/21/2016,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Jackson,Mississippi,39212,South,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,"32,67",3,0,"8,4942","11,25"
7433,CA-2016-161249,8/9/2016,8/13/2016,Standard Class,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack","4,464",3,"0,2","-0,9486",2
7434,CA-2016-161249,8/9/2016,8/13/2016,Standard Class,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,"9,345",5,"0,7","-6,5415","1,99"
7435,CA-2017-148180,7/26/2017,7/31/2017,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","9,144",3,"0,2","3,0861","5,34"
7436,CA-2017-148180,7/26/2017,7/31/2017,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,"23,136",6,"0,2","8,3868","1,92"
7437,CA-2017-148180,7/26/2017,7/31/2017,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Oxnard,California,93030,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,"99,2",5,0,"25,792","56,14"
7438,CA-2016-165568,2/15/2016,2/19/2016,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,"21,36",5,"0,2","7,209","0,99"
7439,CA-2017-145457,3/24/2017,3/27/2017,Second Class,CP-12085,Cathy Prescott,Corporate,United States,Covington,Washington,98042,West,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry","46,9",5,0,"13,132","5,33"
7440,US-2019-163657,9/2/2019,9/6/2019,Standard Class,JL-15235,Janet Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,"18,72",5,"0,2","6,552","2,5"
7441,US-2019-163657,9/2/2019,9/6/2019,Standard Class,JL-15235,Janet Lee,Consumer,United States,Los Angeles,California,90049,West,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,"236,528",2,"0,2","-2,9566","7,72"
7442,CA-2017-120446,11/16/2017,11/18/2017,First Class,JG-15805,John Grady,Corporate,United States,San Diego,California,92105,West,OFF-LA-10003148,Office Supplies,Labels,Avery 51,"18,9",3,0,"8,694","1,72"
7443,CA-2016-109932,12/9/2016,12/11/2016,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Brownsville,Texas,78521,Central,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,"10,688",2,"0,2","3,7408","14,3"
7444,CA-2016-109932,12/9/2016,12/11/2016,First Class,VP-21760,Victoria Pisteka,Corporate,United States,Brownsville,Texas,78521,Central,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16","237,096",3,"0,2","20,7459","4,2"
7445,CA-2019-127474,2/3/2019,2/7/2019,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,"5,184",1,"0,2","1,8144","8,99"
7446,CA-2019-127474,2/3/2019,2/7/2019,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,"65,584",2,"0,2","23,7742",4
7447,CA-2019-127474,2/3/2019,2/7/2019,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,60610,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,"22,2",1,"0,6","-26,085","5,92"
7448,CA-2019-127474,2/3/2019,2/7/2019,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,"419,4",5,"0,2","146,79","19,99"
7449,CA-2019-115448,11/11/2019,11/14/2019,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Knoxville,Tennessee,37918,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock","88,92",5,"0,2","14,4495","44,55"
7450,CA-2019-105669,9/17/2019,9/22/2019,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,77036,Central,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,"9,912",3,"0,2","3,2214","4,51"
7451,CA-2019-105669,9/17/2019,9/22/2019,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,77036,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki","318,43",5,"0,3","-77,333","10,49"
7452,CA-2019-105669,9/17/2019,9/22/2019,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,"5,8",5,"0,8","-10,15","7,46"
7453,CA-2019-105669,9/17/2019,9/22/2019,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,77036,Central,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,"1415,76",6,"0,2","88,485","4,51"
7454,CA-2019-134796,6/25/2019,7/1/2019,Standard Class,FM-14380,Fred McMath,Consumer,United States,Bolingbrook,Illinois,60440,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,"148,48",2,"0,2","16,704","19,99"
7455,CA-2018-137743,7/30/2018,8/4/2018,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Chicago,Illinois,60623,Central,OFF-LA-10003663,Office Supplies,Labels,Avery 498,"9,248",4,"0,2","3,1212","8,99"
7456,CA-2018-137743,7/30/2018,8/4/2018,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"1036,624",2,"0,2","51,8312","51,94"
7457,CA-2017-137974,4/16/2017,4/18/2017,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,"569,64",2,0,"148,1064","2,5"
7458,CA-2017-137974,4/16/2017,4/18/2017,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,"9,14",1,0,"4,57",5
7459,CA-2017-137974,4/16/2017,4/18/2017,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,"1196,86",7,0,"119,686","7,44"
7460,CA-2017-137974,4/16/2017,4/18/2017,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,"523,26",9,0,"125,5824","7,37"
7461,US-2017-136987,4/11/2017,4/14/2017,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,West,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,"639,968",4,"0,2","215,9892","13,99"
7462,US-2017-136987,4/11/2017,4/14/2017,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,"52,76",2,0,"24,2696","5,66"
7463,CA-2017-138485,2/27/2017,3/1/2017,Second Class,NP-18670,Nora Paige,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,"538,92",9,0,"80,838","0,96"
7464,CA-2018-103709,9/8/2018,9/15/2018,Standard Class,LP-17095,Liz Preis,Consumer,United States,Visalia,California,93277,West,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils","14,88",2,0,"3,72","8,99"
7465,CA-2018-103709,9/8/2018,9/15/2018,Standard Class,LP-17095,Liz Preis,Consumer,United States,Visalia,California,93277,West,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,"34,24",8,0,"15,408","54,12"
7466,CA-2018-103709,9/8/2018,9/15/2018,Standard Class,LP-17095,Liz Preis,Consumer,United States,Visalia,California,93277,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl","261,74",2,0,"65,435","6,17"
7467,CA-2018-138282,5/19/2018,5/23/2018,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Los Angeles,California,90008,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,"87,84",8,0,"23,7168","2,85"
7468,CA-2019-148985,11/11/2019,11/15/2019,Second Class,TB-21190,Thomas Brumley,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,"34,92",4,0,"11,8728","5,84"
7469,CA-2016-138100,9/15/2016,9/20/2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,New York City,New York,10011,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,"14,94",3,0,"7,0218","1,99"
7470,CA-2016-138100,9/15/2016,9/20/2016,Standard Class,AA-10315,Alex Avila,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange","14,56",2,0,"6,2608",35
7471,CA-2017-100734,9/15/2017,9/20/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,"3,576",4,"0,7","-2,8608","7,5"
7472,CA-2017-100734,9/15/2017,9/20/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","147,184",2,"0,2","-29,4368","5,2"
7473,CA-2018-139997,7/1/2018,7/3/2018,First Class,EM-14140,Eugene Moren,Home Office,United States,Lehi,Utah,84043,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,"1499,95",5,0,"449,985","24,49"
7474,CA-2018-109652,4/10/2018,4/15/2018,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack","13,568",4,"0,2","3,2224","1,49"
7475,CA-2016-167199,1/6/2016,1/10/2016,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,"2573,82",9,0,"746,4078",4
7476,CA-2016-167199,1/6/2016,1/10/2016,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,"609,98",2,0,"274,491","0,5"
7477,CA-2016-167199,1/6/2016,1/10/2016,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,"5,48",2,0,"1,4796","7,24"
7478,CA-2016-167199,1/6/2016,1/10/2016,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,TEC-PH-10004977,Technology,Phones,GE 30524EE4,"391,98",2,0,"113,6742","23,78"
7479,CA-2016-167199,1/6/2016,1/10/2016,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,"755,96",4,0,"204,1092","28,63"
7480,CA-2016-167199,1/6/2016,1/10/2016,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes","31,12",4,0,"0,3112","29,21"
7481,CA-2016-167199,1/6/2016,1/10/2016,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,"6,54",1,0,"3,0084","24,49"
7482,CA-2018-124583,9/1/2018,9/3/2018,Second Class,LB-16795,Laurel Beltran,Home Office,United States,Huntington Beach,California,92646,West,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,"12,78",1,0,"5,751","5,21"
7483,CA-2016-113964,9/23/2016,9/30/2016,Standard Class,JP-16135,Julie Prescott,Home Office,United States,New York City,New York,10011,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,"18,464",4,"0,2","6,924","15,66"
7484,CA-2016-129938,12/15/2016,12/17/2016,Second Class,EB-13705,Ed Braxton,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki","445,802",7,"0,3","-108,2662","64,66"
7485,CA-2019-135111,12/28/2019,1/2/2020,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Fargo,North Dakota,58103,Central,OFF-AR-10004707,Office Supplies,Art,Staples in misc. colors,"2,48",1,0,"0,868","19,99"
7486,CA-2019-135111,12/28/2019,1/2/2020,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Fargo,North Dakota,58103,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,"25,9",5,0,"12,691","5,44"
7487,US-2017-134558,12/19/2017,12/24/2017,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,"29,9",5,0,"14,651","1,49"
7488,US-2017-134558,12/19/2017,12/24/2017,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,"2249,91",9,0,"517,4793","7,81"
7489,US-2017-134558,12/19/2017,12/24/2017,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,"1053,164",4,"0,3","-105,3164","5,89"
7490,CA-2019-157196,11/5/2019,11/9/2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,San Diego,California,92105,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,"12,96",2,0,"6,2208","1,49"
7491,CA-2017-108672,9/10/2017,9/16/2017,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock","106,68",6,0,"33,0708","5,01"
7492,US-2019-118598,11/16/2019,11/16/2019,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Utica,New York,13501,East,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,"119,94",6,0,"5,997","8,99"
7493,US-2019-160836,9/11/2019,9/16/2019,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,"10,272",3,"0,2","3,21","1,92"
7494,US-2019-160836,9/11/2019,9/16/2019,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Houston,Texas,77070,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,"512,19",5,"0,3","-65,853","0,49"
7495,US-2019-160836,9/11/2019,9/16/2019,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","1,556",2,"0,8","-4,2012","1,77"
7496,CA-2019-121048,7/14/2019,7/18/2019,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,"4,448",2,"0,2","1,4456","2,74"
7497,CA-2019-121048,7/14/2019,7/18/2019,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","276,69",3,0,"49,8042","0,95"
7498,CA-2019-121048,7/14/2019,7/18/2019,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black","4,96",4,0,"2,3312","1,86"
7499,CA-2019-121048,7/14/2019,7/18/2019,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain","71,92",4,0,"20,8568","7,18"
7500,CA-2019-121048,7/14/2019,7/18/2019,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy","18,84",3,0,"7,9128","8,78"
7501,CA-2019-121048,7/14/2019,7/18/2019,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,"140,97",3,0,"19,7358","1,99"
7502,CA-2019-121048,7/14/2019,7/18/2019,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,"470,376",3,"0,2","52,9173","6,89"
7503,US-2019-120147,3/30/2019,3/30/2019,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Los Angeles,California,90036,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,"6,08",2,0,"2,0672","5,31"
7504,US-2019-120147,3/30/2019,3/30/2019,Same Day,TB-21400,Tom Boeckenhauer,Consumer,United States,Los Angeles,California,90036,West,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,"164,792",1,"0,2","18,5391","5,99"
7505,CA-2018-158043,1/31/2018,2/4/2018,Second Class,JK-15325,Jason Klamczynski,Corporate,United States,Atlantic City,New Jersey,8401,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,"23,36",2,0,"11,68","10,16"
7506,US-2019-106579,6/8/2019,6/13/2019,Standard Class,BW-11200,Ben Wallace,Consumer,United States,Skokie,Illinois,60076,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","12,176",4,"0,8","-18,8728","17,85"
7507,CA-2016-115889,11/2/2016,11/6/2016,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10001615,Technology,Phones,AT&T CL82213,"46,384",2,"0,2","5,2182","2,38"
7508,CA-2016-115889,11/2/2016,11/6/2016,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,"362,92",2,0,"105,2468","24,49"
7509,US-2019-161935,7/14/2019,7/18/2019,Standard Class,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,"9,248",2,"0,2","3,3524","13,99"
7510,US-2019-161935,7/14/2019,7/18/2019,Standard Class,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),"1889,946",9,"0,4","-377,9892","1,49"
7511,US-2019-161935,7/14/2019,7/18/2019,Standard Class,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black","62,04",5,"0,2","4,653","3,6"
7512,US-2019-161935,7/14/2019,7/18/2019,Standard Class,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","396,92",5,"0,2","148,845","0,7"
